"Midascontactid","Createdat","Emailpermissionstatus","Cont.Acq.Src","Email.Src.First","Segment","Segmentsecondary","Email.Acq.Dt","Email.Pref.Ch.Dt","Entry.Point.List","Cont.Acq.Src2","Cont.Acq.Dte","Prod.Buy.Last","Prod.Buy.First","Prod.Buy.Accessories","Prod.Buy.All.In.One.Desktop","Prod.Buy.Desktop","Prod.Buy.Idc","Prod.Buy.Idpd","Prod.Buy.Laptop","Prod.Buy.Servers","Prod.Buy.Software","Prod.Buy.Thnkc","Prod.Buy.Thnkp","Prod.Buy.Warranties","Prod.Buy.Workstation","Prod.Buy.Android.Tablet","Prod.Buy.Windows.Tablet","Prod.Buy.Convertible","Prod.Buy.Android.Os","Prod.Buy.Gaming","Prod.Buy.Windows.Os","Prod.Buy.Gaming.Related","Country","Eml.Sent.Num","Eml.Sent.First.Ts","Eml.Sent.Last.Ts","Eml.Open.Num","Eml.Open.First.Ts","Eml.Open.Last.Ts","Eml.Click.Num","Eml.Click.First.Ts","Eml.Click.Last.Ts","Eml.Bounce.Last.Ts","Eml.Unsub.Last.Ts","Eml.Spam.Last.Ts","Email.Domain","Em.Pref.Status","Em.Pref.Dte","Invalid.Email.Dte","Em.Spamclplt.Dte"
"1045834772","1/16/2020","U","SAPCRMSH","","AFF","","NA","1/16/2020","|OOBWIN1506|SAPCRMSHIP120501|","SAPCRMSH","1/14/2020","1/16/2020","1/14/2020","NA","NA","NA","NA","1/16/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","17","1/27/2020","2/20/2020","3","1/27/2020","2/7/2020","0","NA","NA","NA","NA","NA","hotmail.com","U","1/16/2020","NA","NA"
"1041447221","9/6/2019","I","OOBWIN15","OOBWIN15","CON","","9/5/2019","9/5/2019","|OOBWIN1506|","OOBWIN15","9/5/2019","9/5/2019","9/5/2019","NA","NA","NA","NA","9/5/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","5","9/6/2019","12/24/2019","1","9/7/2019","9/7/2019","0","NA","NA","NA","NA","NA","ymail.com","I","9/5/2019","NA","NA"
"1039365648","7/23/2019","I","OOBWIN15","OOBWIN15","CON","","7/19/2019","7/19/2019","|OOBWIN1506|","OOBWIN15","7/19/2019","7/19/2019","7/19/2019","NA","NA","NA","NA","7/19/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","3","10/17/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","7/19/2019","NA","NA"
"1041764426","9/12/2019","I","OOBWIN15","OOBWIN15","CON","","9/11/2019","9/11/2019","|OOBWIN1506|","OOBWIN15","9/11/2019","9/11/2019","9/11/2019","NA","NA","NA","NA","9/11/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","4","9/12/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","9/11/2019","NA","NA"
"1039431245","7/24/2019","U","OOBWIN15","","CON","","NA","7/23/2019","|OOBWIN1506|","OOBWIN15","7/23/2019","7/23/2019","7/23/2019","NA","NA","7/23/2019","NA","NA","NA","NA","NA","7/23/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CA","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","telus.net","U","7/23/2019","NA","NA"
"223328960","4/20/2019","I","LDRPRELD","NETMINNG","CON","","11/19/2014","5/6/2019","|COMAPS1603|HYBORD1502|HYBRIS1506|IGNONE20121024|JDAGUEST102012|LEADERTECH|OOBWIN1506|RI6 PERMISSION|SAPCRMSHIP120501|","LDRPRELD","10/1/2012","5/6/2019","10/1/2012","NA","12/5/2014","5/6/2019","NA","NA","NA","NA","NA","5/6/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","232","12/1/2016","2/20/2020","307","11/19/2014","2/18/2020","11","11/19/2014","11/29/2019","NA","NA","10/8/2017","aol.com","I","4/20/2019","NA","NA"
"1041525907","9/8/2019","I","","","CON","","NA","NA","","","NA","9/6/2019","9/6/2019","NA","NA","NA","NA","9/6/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","6","11/25/2019","2/1/2020","0","NA","NA","0","NA","NA","NA","NA","NA","outlook.com","I","9/6/2019","NA","NA"
"1040036889","8/21/2019","I","HYBRIS15","HYBRIS15","CON","","8/20/2019","8/20/2019","|HYBRIS1506|","HYBRIS15","8/20/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","hotmali.cn","I","8/20/2019","NA","NA"
"1046063640","1/26/2020","U","OOBWIN15","","CON","","NA","1/25/2020","|OOBWIN1506|","OOBWIN15","1/25/2020","1/25/2020","1/25/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1/25/2020","NA","NA","US","3","1/27/2020","2/14/2020","0","NA","NA","0","NA","NA","NA","NA","NA","hotmail.com","U","1/25/2020","NA","NA"
"1046211952","2/1/2020","I","OOBWIN15","OOBWIN15","CON","","2/1/2020","2/1/2020","|OOBWIN1506|","OOBWIN15","2/1/2020","2/1/2020","2/1/2020","NA","NA","NA","NA","2/1/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","1","2/1/2020","2/1/2020","1","2/1/2020","2/1/2020","0","NA","NA","NA","NA","NA","gmail.com","I","2/1/2020","NA","NA"
"1046062039","1/26/2020","U","OOBWIN15","","CON","","NA","1/25/2020","|OOBWIN1506|","OOBWIN15","1/25/2020","1/25/2020","1/25/2020","NA","NA","1/25/2020","1/25/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CA","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","hotmail.com","U","1/25/2020","NA","NA"
"1044068735","12/5/2019","I","OOBWIN15","OOBWIN15","CON","","12/6/2019","12/6/2019","|OOBWIN1506|","OOBWIN15","12/6/2019","12/6/2019","12/6/2019","NA","NA","NA","NA","12/6/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","7","12/5/2019","1/13/2020","1","12/8/2019","12/8/2019","0","NA","NA","NA","NA","NA","outlook.com","I","12/6/2019","NA","NA"
"1039589622","9/4/2019","U","HYBRIS15","","CON","","NA","8/30/2019","|HYBORD1502|HYBRIS1506|SAPCRMSHIP120501|","HYBRIS15","8/1/2019","8/30/2019","8/23/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","8/30/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","94","9/8/2019","2/20/2020","15","9/16/2019","11/26/2019","0","NA","NA","NA","NA","NA","zimdyn.com","U","8/30/2019","NA","NA"
"1044891666","12/25/2019","I","OOBWIN15","OOBWIN15","CON","","12/25/2019","12/25/2019","|OOBWIN1506|","OOBWIN15","12/25/2019","12/25/2019","12/25/2019","NA","NA","NA","NA","12/25/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","5","12/25/2019","2/19/2020","0","NA","NA","0","NA","NA","NA","NA","NA","hotmail.com","I","12/25/2019","NA","NA"
"1045576067","1/12/2020","I","OOBWIN15","OOBWIN15","CON","","1/12/2020","1/12/2020","|OOBWIN1506|","OOBWIN15","1/12/2020","1/12/2020","1/12/2020","NA","NA","NA","NA","1/12/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","2","1/12/2020","1/13/2020","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","1/12/2020","NA","NA"
"1043133888","11/1/2019","I","HYBRIS15","HYBRIS15","CON","","11/1/2019","11/1/2019","|CROWDS1902|HYBRIS1506|","HYBRIS15","11/1/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","10","11/9/2019","2/20/2020","0","NA","NA","0","NA","NA","NA","NA","NA","mail8app.com","I","11/1/2019","NA","NA"
"1020557224","4/9/2019","I","OOBWIN15","OOBWIN15","CON","","3/9/2017","4/7/2019","|OOBWIN1506|RI6 PERMISSION|","OOBWIN15","3/9/2017","4/7/2019","3/9/2017","NA","NA","NA","NA","4/7/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","215","3/9/2017","2/20/2020","46","3/9/2017","10/28/2019","3","3/18/2017","9/30/2019","NA","10/21/2017","NA","gmail.com","I","4/7/2019","NA","NA"
"1042386022","10/2/2019","U","OOBWIN15","","CON","","NA","10/1/2019","|OOBWIN1506|","OOBWIN15","10/1/2019","10/1/2019","10/1/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/1/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","2","11/25/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","tongji.edu.cn","U","10/1/2019","NA","NA"
"1046795626","2/26/2020","I","OOBWIN15","OOBWIN15","CON","","2/26/2020","2/26/2020","|OOBWIN1506|","OOBWIN15","2/26/2020","2/26/2020","2/26/2020","NA","NA","2/26/2020","NA","NA","NA","NA","NA","2/26/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","2/26/2020","NA","NA"
"1043966393","12/3/2019","U","OOBWIN15","","CON","","NA","12/2/2019","|OOBWIN1506|","OOBWIN15","12/2/2019","12/2/2019","12/2/2019","NA","NA","NA","NA","12/2/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","2","12/3/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","12/2/2019","NA","NA"
"1037983515","4/16/2019","U","OOBWIN15","","CON","","NA","4/15/2019","|OOBWIN1506|","OOBWIN15","4/15/2019","4/15/2019","4/15/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","182","4/16/2019","2/20/2020","19","5/13/2019","1/15/2020","0","NA","NA","NA","NA","NA","venturaedu.org","U","4/15/2019","NA","NA"
"1043154145","11/2/2019","O","ADBEMA19","ADBEMA19","CON","","11/2/2019","11/29/2019","|ADBEMA1906|OOBWIN1506|","ADBEMA19","11/2/2019","11/29/2019","11/29/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","6","11/2/2019","11/25/2019","3","11/2/2019","11/25/2019","1","11/25/2019","11/25/2019","NA","NA","NA","yahoo.com","O","11/25/2019","NA","NA"
"1045839922","1/16/2020","I","OOBWIN15","OOBWIN15","CON","","1/16/2020","1/16/2020","|OOBWIN1506|","OOBWIN15","1/16/2020","1/16/2020","1/16/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","1","1/16/2020","1/16/2020","0","NA","NA","0","NA","NA","NA","NA","NA","ymail.com","I","1/16/2020","NA","NA"
"1029193292","4/11/2019","U","SAPCRMSH","","CON","","NA","9/19/2018","|HYBRIS1506|LRPPRF1508|OOBWIN1506|SAPCRMSHIP120501|","SAPCRMSH","3/29/2018","4/6/2018","3/21/2018","NA","NA","NA","NA","4/6/2018","NA","NA","NA","NA","NA","3/29/2018","NA","NA","NA","NA","NA","NA","NA","4/6/2018","US","8","4/6/2018","7/11/2019","5","4/7/2018","9/19/2018","0","NA","NA","NA","NA","NA","gmail.com","U","9/19/2018","NA","NA"
"1041269462","9/1/2019","I","HYBRIS15","HYBRIS15","CON","","9/1/2019","9/1/2019","|HYBRIS1506|","HYBRIS15","9/1/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","133mail.cn","I","9/1/2019","NA","NA"
"1038043141","4/21/2019","U","OOBWIN15","","CON","","NA","4/20/2019","|OOBWIN1506|","OOBWIN15","4/20/2019","4/20/2019","4/20/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","4/20/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","5","4/21/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","outlook.com","U","4/20/2019","NA","NA"
"1039176998","7/9/2019","I","NETMINNG","NETMINNG","CON","","7/9/2019","7/9/2019","|IGNONE20121024|","NETMINNG","7/9/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","6","7/9/2019","7/12/2019","6","7/9/2019","7/12/2019","3","7/10/2019","7/12/2019","NA","NA","NA","me.com","I","7/9/2019","NA","NA"
"1040160766","8/26/2019","I","OOBWIN15","OOBWIN15","CON","","8/24/2019","8/24/2019","|OOBWIN1506|","OOBWIN15","8/24/2019","8/24/2019","8/24/2019","NA","NA","NA","NA","8/24/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","5","8/27/2019","12/24/2019","1","9/7/2019","12/19/2019","0","NA","NA","NA","NA","NA","yahoo.com","I","8/24/2019","NA","NA"
"1046405132","2/9/2020","I","OOBWIN15","OOBWIN15","CON","","2/10/2020","2/10/2020","|OOBWIN1506|","OOBWIN15","2/10/2020","2/10/2020","2/10/2020","NA","NA","NA","NA","2/10/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","2","2/9/2020","2/19/2020","2","2/9/2020","2/12/2020","0","NA","NA","NA","NA","NA","hotmail.com","I","2/10/2020","NA","NA"
"1046908433","3/2/2020","I","OOBWIN15","OOBWIN15","CON","","3/2/2020","3/2/2020","|OOBWIN1506|","OOBWIN15","3/2/2020","3/2/2020","3/2/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","3/2/2020","NA","NA"
"1044882770","12/24/2019","I","ADBEMA19","ADBEMA19","CON","","12/24/2019","12/24/2019","|ADBEMA1906|","ADBEMA19","12/24/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","27","12/24/2019","2/20/2020","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","12/24/2019","NA","NA"
"1038803434","6/14/2019","I","NETMINNG","NETMINNG","CON","","6/14/2019","6/14/2019","|IGNONE20121024|","NETMINNG","6/14/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","116","6/14/2019","12/20/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","6/14/2019","NA","NA"
"1042844055","10/18/2019","U","OOBWIN15","","CON","","NA","10/17/2019","|OOBWIN1506|","OOBWIN15","10/17/2019","10/17/2019","10/17/2019","NA","NA","NA","NA","10/17/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","2","11/25/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","yahoo.com","U","10/17/2019","NA","NA"
"1041579892","9/9/2019","I","HYBRIS15","HYBRIS15","CON","","9/8/2019","9/8/2019","|HYBRIS1506|","HYBRIS15","9/8/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","133mail.cn","I","9/8/2019","NA","NA"
"1037964198","4/15/2019","U","OOBWIN15","","CON","","NA","4/14/2019","|OOBWIN1506|","OOBWIN15","4/14/2019","4/14/2019","4/14/2019","NA","NA","NA","NA","4/14/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4/14/2019","US","130","4/15/2019","2/17/2020","3","5/27/2019","5/27/2019","0","NA","NA","NA","NA","NA","wp.pl","U","4/14/2019","NA","NA"
"1043945964","12/3/2019","I","HYBRIS15","HYBRIS15","AFF","","12/2/2019","12/9/2019","|HYBRIS1506|SAPCRMSHIP120501|","HYBRIS15","12/2/2019","12/9/2019","12/2/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","4","12/12/2019","2/5/2020","2","12/13/2019","2/5/2020","0","NA","NA","NA","NA","NA","gmail.com","I","12/2/2019","NA","NA"
"1042598824","10/7/2019","I","OOBWIN15","OOBWIN15","CON","","10/7/2019","10/7/2019","|OOBWIN1506|","OOBWIN15","10/7/2019","10/7/2019","10/7/2019","NA","NA","NA","NA","10/7/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","34","10/7/2019","1/13/2020","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","10/7/2019","NA","NA"
"1039712788","8/8/2019","I","OOBWIN15","OOBWIN15","CON","","8/7/2019","8/7/2019","|OOBWIN1506|","OOBWIN15","8/7/2019","8/7/2019","8/7/2019","NA","NA","NA","NA","8/7/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","4","8/8/2019","12/24/2019","2","12/20/2019","1/8/2020","1","12/20/2019","12/20/2019","NA","NA","NA","outlook.com","I","8/7/2019","NA","NA"
"1046834594","2/28/2020","U","OOBWIN15","","CON","","NA","2/27/2020","|OOBWIN1506|","OOBWIN15","2/27/2020","2/27/2020","2/27/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","2/27/2020","NA","NA"
"1045738511","1/15/2020","U","OOBWIN15","","CON","","NA","1/14/2020","|OOBWIN1506|","OOBWIN15","1/14/2020","1/14/2020","1/14/2020","NA","NA","NA","NA","1/14/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","1/14/2020","NA","NA"
"1046821350","2/27/2020","I","OOBWIN15","OOBWIN15","CON","","2/28/2020","2/28/2020","|OOBWIN1506|","OOBWIN15","2/28/2020","2/28/2020","2/28/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","hotmail.com","I","2/28/2020","NA","NA"
"1041855322","9/15/2019","I","HYBRIS15","HYBRIS15","CON","","9/14/2019","9/14/2019","|HYBRIS1506|","HYBRIS15","9/14/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","137mail.cn","I","9/14/2019","NA","NA"
"1041125111","8/27/2019","I","COMEMS15","COMEMS15","CON","","8/27/2019","8/27/2019","|COMEMS1507|","COMEMS15","8/27/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","70","8/27/2019","2/17/2020","50","8/27/2019","2/17/2020","14","9/3/2019","2/17/2020","NA","NA","NA","gmail.com","I","8/27/2019","NA","NA"
"1041963947","9/18/2019","I","OOBWIN15","OOBWIN15","CON","","9/17/2019","9/17/2019","|OOBWIN1506|","OOBWIN15","9/17/2019","9/17/2019","9/17/2019","NA","NA","9/17/2019","9/17/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","88","9/18/2019","2/20/2020","3","9/19/2019","2/3/2020","2","11/29/2019","2/3/2020","NA","NA","NA","paulusdevelopment.com","I","9/17/2019","NA","NA"
"1045330808","1/6/2020","I","CROWDS19","CROWDS19","CON","","1/4/2020","1/4/2020","|CROWDS1902|","CROWDS19","1/4/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","6","1/9/2020","2/20/2020","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","1/4/2020","NA","NA"
"1042575995","10/6/2019","I","OOBWIN15","OOBWIN15","CON","","10/6/2019","10/6/2019","|OOBWIN1506|","OOBWIN15","10/6/2019","10/6/2019","10/6/2019","NA","NA","NA","NA","10/6/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/6/2019","US","35","10/6/2019","2/14/2020","1","10/25/2019","10/25/2019","0","NA","NA","NA","NA","NA","gmail.com","I","10/6/2019","NA","NA"
"1038349014","5/14/2019","I","OOBWIN15","OOBWIN15","CON","","5/13/2019","5/13/2019","|OOBWIN1506|","OOBWIN15","5/13/2019","5/13/2019","5/13/2019","NA","NA","NA","NA","5/13/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","13","5/14/2019","12/24/2019","1","5/16/2019","5/16/2019","0","NA","NA","NA","NA","NA","yahoo.com","I","5/13/2019","NA","NA"
"1038959000","6/25/2019","I","OOBWIN15","OOBWIN15","CON","","6/24/2019","6/24/2019","|OOBWIN1506|","OOBWIN15","6/24/2019","6/24/2019","6/24/2019","NA","NA","NA","NA","6/24/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","4","6/25/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","hotmail.com","I","6/24/2019","NA","NA"
"1044054709","12/5/2019","U","SAPCRMSH","","CON","","NA","12/3/2019","|SAPCRMSHIP120501|","SAPCRMSH","12/3/2019","12/3/2019","11/30/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","3","12/16/2019","1/16/2020","0","NA","NA","0","NA","NA","NA","NA","NA","yahoo.com","U","12/3/2019","NA","NA"
"1044694779","12/19/2019","U","OOBWIN15","","CON","","NA","12/18/2019","|OOBWIN1506|","OOBWIN15","12/18/2019","12/18/2019","12/18/2019","NA","NA","12/18/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12/18/2019","NA","NA","US","10","12/19/2019","2/17/2020","1","2/7/2020","2/7/2020","0","NA","NA","NA","NA","NA","hotmail.com","U","12/18/2019","NA","NA"
"1039779253","8/11/2019","I","OOBWIN15","OOBWIN15","CON","","8/10/2019","8/10/2019","|OOBWIN1506|","OOBWIN15","8/10/2019","8/10/2019","8/10/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","5","8/11/2019","12/24/2019","1","8/28/2019","8/28/2019","0","NA","NA","NA","NA","NA","outlook.com","I","8/10/2019","NA","NA"
"1039377245","7/20/2019","I","NETMINNG","NETMINNG","CON","","7/20/2019","7/20/2019","|IGNONE20121024|","NETMINNG","7/20/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CA","125","7/20/2019","2/20/2020","24","7/20/2019","2/17/2020","10","7/21/2019","12/21/2019","NA","NA","NA","me.com","I","7/20/2019","NA","NA"
"1038153233","4/29/2019","I","NETMINNG","NETMINNG","CON","","4/29/2019","4/29/2019","|IGNONE20121024|","NETMINNG","4/29/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","4/29/2019","NA","NA"
"1041416856","9/5/2019","I","OOBWIN15","OOBWIN15","CON","","9/4/2019","9/4/2019","|OOBWIN1506|","OOBWIN15","9/4/2019","9/4/2019","9/4/2019","NA","NA","NA","NA","9/4/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","3","11/25/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","9/4/2019","NA","NA"
"1038634966","6/3/2019","U","OOBWIN15","","CON","","NA","6/3/2019","|OOBWIN1506|","OOBWIN15","6/3/2019","6/3/2019","6/3/2019","NA","NA","NA","NA","6/3/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","2","11/25/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","6/3/2019","NA","NA"
"1039660611","8/6/2019","I","HYBRIS15","HYBRIS15","CON","","8/5/2019","8/22/2019","|HYBRIS1506|OOBWIN1506|","HYBRIS15","8/5/2019","8/22/2019","8/22/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8/22/2019","NA","NA","US","7","11/20/2019","2/14/2020","0","NA","NA","0","NA","NA","NA","NA","NA","yahoo.com","I","8/22/2019","NA","NA"
"1043899146","12/1/2019","I","OOBWIN15","OOBWIN15","CON","","12/1/2019","12/1/2019","|OOBWIN1506|","OOBWIN15","12/1/2019","12/1/2019","12/1/2019","NA","NA","NA","NA","12/1/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","12","12/1/2019","1/13/2020","1","12/2/2019","12/2/2019","0","NA","NA","NA","NA","NA","outlook.com","I","12/1/2019","NA","NA"
"1043119318","11/1/2019","U","OOBWIN15","","CON","","NA","10/31/2019","|OOBWIN1506|","OOBWIN15","10/31/2019","10/31/2019","10/31/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/31/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","32","11/25/2019","2/20/2020","4","12/26/2019","1/30/2020","1","1/27/2020","1/27/2020","NA","NA","NA","hotmail.com","U","10/31/2019","NA","NA"
"1039598321","8/2/2019","I","OOBWIN15","OOBWIN15","CON","","8/1/2019","8/1/2019","|OOBWIN1506|","OOBWIN15","8/1/2019","8/1/2019","8/1/2019","NA","NA","NA","NA","8/1/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","4","8/2/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","hotmail.com","I","8/1/2019","NA","NA"
"1041835173","9/14/2019","I","OOBWIN15","OOBWIN15","CON","","9/13/2019","9/13/2019","|OOBWIN1506|","OOBWIN15","9/13/2019","9/13/2019","9/13/2019","NA","NA","NA","NA","9/13/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","2","11/25/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","9/13/2019","NA","NA"
"1037819795","4/6/2019","U","OOBWIN15","","CON","","NA","4/4/2019","|OOBWIN1506|","OOBWIN15","4/4/2019","4/4/2019","4/4/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4/4/2019","US","148","4/6/2019","2/17/2020","38","5/3/2019","2/18/2020","1","2/18/2020","2/18/2020","NA","NA","NA","gmail.com","U","4/4/2019","NA","NA"
